id,username,email,first_name,last_name,addresses,age,gender,persona
4514,user4514,paul.white@example.com,Paul,White,"[{'first_name': 'Paul', 'last_name': 'White', 'address1': '05306 Eric Dale Suite 973', 'address2': '', 'country': 'US', 'city': 'Wheelertown', 'state': 'MT', 'zipcode': '59783', 'default': True}]",22,M,other_waters_sparkling
4610,user4610,frank.nielsen@example.com,Frank,Nielsen,"[{'first_name': 'Frank', 'last_name': 'Nielsen', 'address1': '267 Cooper Burg Apt. 861', 'address2': '', 'country': 'US', 'city': 'Grimesland', 'state': 'CA', 'zipcode': '92226', 'default': True}]",22,M,other_waters_sparkling
4658,user4658,jessica.jones@example.com,Jessica,Jones,"[{'first_name': 'Jessica', 'last_name': 'Jones', 'address1': '46347 Terrance Streets', 'address2': '', 'country': 'US', 'city': 'Port Alexanderside', 'state': 'MN', 'zipcode': '55798', 'default': True}]",22,F,isotonic_spirits_waters
4721,user4721,sue.hernandez@example.com,Sue,Hernandez,"[{'first_name': 'Sue', 'last_name': 'Hernandez', 'address1': '246 Munoz Curve', 'address2': '', 'country': 'US', 'city': 'Smithburgh', 'state': 'OK', 'zipcode': '73193', 'default': True}]",22,F,spirits_beers_sparkling
4734,user4734,anthony.fields@example.com,Anthony,Fields,"[{'first_name': 'Anthony', 'last_name': 'Fields', 'address1': '12839 Mark Mill Apt. 710', 'address2': '', 'country': 'US', 'city': 'Jillmouth', 'state': 'FL', 'zipcode': '33041', 'default': True}]",22,M,spirits_beers_sparkling
4740,user4740,patrick.patel@example.com,Patrick,Patel,"[{'first_name': 'Patrick', 'last_name': 'Patel', 'address1': '642 Smith Landing', 'address2': '', 'country': 'US', 'city': 'Port Brandonville', 'state': 'NE', 'zipcode': '68047', 'default': True}]",22,M,isotonic_waters_other
4793,user4793,whitney.johnson@example.com,Whitney,Johnson,"[{'first_name': 'Whitney', 'last_name': 'Johnson', 'address1': '04169 Bobby Way', 'address2': '', 'country': 'US', 'city': 'Jamesborough', 'state': 'WY', 'zipcode': '83086', 'default': True}]",22,F,isotonic_waters_other
4850,user4850,natalie.schmidt@example.com,Natalie,Schmidt,"[{'first_name': 'Natalie', 'last_name': 'Schmidt', 'address1': '203 Garcia Knoll', 'address2': '', 'country': 'US', 'city': 'East Samantha', 'state': 'SD', 'zipcode': '57429', 'default': True}]",22,F,waters_juices_other
4929,user4929,timothy.frederick@example.com,Timothy,Frederick,"[{'first_name': 'Timothy', 'last_name': 'Frederick', 'address1': '090 Benjamin Parkways', 'address2': '', 'country': 'US', 'city': 'New Glennmouth', 'state': 'KY', 'zipcode': '41493', 'default': True}]",22,M,juices_waters_sparkling
4989,user4989,amanda.cox@example.com,Amanda,Cox,"[{'first_name': 'Amanda', 'last_name': 'Cox', 'address1': '19067 Hernandez Plaza', 'address2': '', 'country': 'US', 'city': 'New Amyberg', 'state': 'GA', 'zipcode': '31553', 'default': True}]",22,F,spirits_beers_sparkling
5015,user5015,karen.bonilla@example.com,Karen,Bonilla,"[{'first_name': 'Karen', 'last_name': 'Bonilla', 'address1': '41380 Rebecca Island', 'address2': '', 'country': 'US', 'city': 'North Emily', 'state': 'AL', 'zipcode': '35695', 'default': True}]",22,F,sparkling_waters_other
5063,user5063,cheryl.gray@example.com,Cheryl,Gray,"[{'first_name': 'Cheryl', 'last_name': 'Gray', 'address1': '48173 Lewis Mount Suite 600', 'address2': '', 'country': 'US', 'city': 'Thorntonton', 'state': 'ME', 'zipcode': '04841', 'default': True}]",22,F,waters_juices_other
5077,user5077,leslie.herrera@example.com,Leslie,Herrera,"[{'first_name': 'Leslie', 'last_name': 'Herrera', 'address1': '048 Peter Road', 'address2': '', 'country': 'US', 'city': 'East Brandon', 'state': 'NE', 'zipcode': '68067', 'default': True}]",22,F,energy_isotonic_beers
5222,user5222,audrey.williams@example.com,Audrey,Williams,"[{'first_name': 'Audrey', 'last_name': 'Williams', 'address1': '390 Carlos Forges', 'address2': '', 'country': 'US', 'city': 'Anthonybury', 'state': 'NY', 'zipcode': '13975', 'default': True}]",22,F,spirits_beers_sparkling
5320,user5320,natalie.lowe@example.com,Natalie,Lowe,"[{'first_name': 'Natalie', 'last_name': 'Lowe', 'address1': '336 Melissa Fields Suite 844', 'address2': '', 'country': 'US', 'city': 'Donnaborough', 'state': 'NY', 'zipcode': '14407', 'default': True}]",22,F,isotonic_waters_other
5442,user5442,colleen.yu@example.com,Colleen,Yu,"[{'first_name': 'Colleen', 'last_name': 'Yu', 'address1': '29605 Sherman Spurs Apt. 654', 'address2': '', 'country': 'US', 'city': 'Jonathanport', 'state': 'SC', 'zipcode': '29218', 'default': True}]",22,F,waters_juices_other
5455,user5455,heather.romero@example.com,Heather,Romero,"[{'first_name': 'Heather', 'last_name': 'Romero', 'address1': '7622 Bryan Estates', 'address2': '', 'country': 'US', 'city': 'Walkerville', 'state': 'WY', 'zipcode': '82654', 'default': True}]",22,F,isotonic_waters_other
5512,user5512,candace.cooper@example.com,Candace,Cooper,"[{'first_name': 'Candace', 'last_name': 'Cooper', 'address1': '0514 Sloan Pines', 'address2': '', 'country': 'US', 'city': 'East Lisa', 'state': 'WV', 'zipcode': '26142', 'default': True}]",22,F,juices_waters_sparkling
5543,user5543,david.castro@example.com,David,Castro,"[{'first_name': 'David', 'last_name': 'Castro', 'address1': '368 Thompson Radial Apt. 155', 'address2': '', 'country': 'US', 'city': 'North Amy', 'state': 'UT', 'zipcode': '84489', 'default': True}]",22,M,isotonic_spirits_waters
5546,user5546,sarah.moran@example.com,Sarah,Moran,"[{'first_name': 'Sarah', 'last_name': 'Moran', 'address1': '545 Arnold Circle Apt. 545', 'address2': '', 'country': 'US', 'city': 'Ashleyshire', 'state': 'KY', 'zipcode': '41139', 'default': True}]",22,F,juices_waters_sparkling
5547,user5547,angela.morgan@example.com,Angela,Morgan,"[{'first_name': 'Angela', 'last_name': 'Morgan', 'address1': '9519 Lopez Fields', 'address2': '', 'country': 'US', 'city': 'Michellefort', 'state': 'KY', 'zipcode': '41854', 'default': True}]",22,F,waters_juices_other
5576,user5576,samuel.hodge@example.com,Samuel,Hodge,"[{'first_name': 'Samuel', 'last_name': 'Hodge', 'address1': '2316 Brown Estate Suite 106', 'address2': '', 'country': 'US', 'city': 'Kirbyshire', 'state': 'GA', 'zipcode': '31120', 'default': True}]",22,M,sparkling_waters_other
5632,user5632,timothy.gonzalez@example.com,Timothy,Gonzalez,"[{'first_name': 'Timothy', 'last_name': 'Gonzalez', 'address1': '650 Amy Path Suite 131', 'address2': '', 'country': 'US', 'city': 'Port Williamside', 'state': 'NM', 'zipcode': '87154', 'default': True}]",22,M,energy_isotonic_beers
5642,user5642,lisa.brown@example.com,Lisa,Brown,"[{'first_name': 'Lisa', 'last_name': 'Brown', 'address1': '518 Brown Rue', 'address2': '', 'country': 'US', 'city': 'Port Jasminemouth', 'state': 'NH', 'zipcode': '03203', 'default': True}]",22,F,sparkling_waters_other
5659,user5659,michael.crawford@example.com,Michael,Crawford,"[{'first_name': 'Michael', 'last_name': 'Crawford', 'address1': '1841 Matthew Locks', 'address2': '', 'country': 'US', 'city': 'Wallacetown', 'state': 'GA', 'zipcode': '30083', 'default': True}]",22,M,juices_waters_sparkling
5689,user5689,kyle.perez@example.com,Kyle,Perez,"[{'first_name': 'Kyle', 'last_name': 'Perez', 'address1': '0762 Davenport Garden', 'address2': '', 'country': 'US', 'city': 'North Nicole', 'state': 'NJ', 'zipcode': '08092', 'default': True}]",22,M,other_waters_sparkling
5696,user5696,lisa.vasquez@example.com,Lisa,Vasquez,"[{'first_name': 'Lisa', 'last_name': 'Vasquez', 'address1': '95619 Michelle Glens', 'address2': '', 'country': 'US', 'city': 'Lake Nicholasburgh', 'state': 'MN', 'zipcode': '55416', 'default': True}]",22,F,isotonic_waters_other
5724,user5724,laura.pruitt@example.com,Laura,Pruitt,"[{'first_name': 'Laura', 'last_name': 'Pruitt', 'address1': '542 Taylor Unions', 'address2': '', 'country': 'US', 'city': 'Waltonville', 'state': 'MA', 'zipcode': '02614', 'default': True}]",22,F,other_waters_sparkling
5784,user5784,zachary.kelly@example.com,Zachary,Kelly,"[{'first_name': 'Zachary', 'last_name': 'Kelly', 'address1': '432 Diaz Manor', 'address2': '', 'country': 'US', 'city': 'Silvaton', 'state': 'OR', 'zipcode': '97059', 'default': True}]",22,M,other_waters_sparkling
5790,user5790,jacqueline.bishop@example.com,Jacqueline,Bishop,"[{'first_name': 'Jacqueline', 'last_name': 'Bishop', 'address1': '217 Philip Gateway Suite 320', 'address2': '', 'country': 'US', 'city': 'Stephanieside', 'state': 'NV', 'zipcode': '89683', 'default': True}]",22,F,spirits_beers_sparkling
5845,user5845,melissa.salas@example.com,Melissa,Salas,"[{'first_name': 'Melissa', 'last_name': 'Salas', 'address1': '856 Jacobson Green Apt. 802', 'address2': '', 'country': 'US', 'city': 'Myersview', 'state': 'WA', 'zipcode': '99353', 'default': True}]",22,F,juices_waters_sparkling
5924,user5924,kendra.love@example.com,Kendra,Love,"[{'first_name': 'Kendra', 'last_name': 'Love', 'address1': '51662 Jones Mills Apt. 556', 'address2': '', 'country': 'US', 'city': 'Port Allenshire', 'state': 'AZ', 'zipcode': '86360', 'default': True}]",22,F,waters_juices_other
5980,user5980,erica.harmon@example.com,Erica,Harmon,"[{'first_name': 'Erica', 'last_name': 'Harmon', 'address1': '96924 Chelsea Place', 'address2': '', 'country': 'US', 'city': 'Morrisland', 'state': 'MT', 'zipcode': '59897', 'default': True}]",22,F,waters_juices_other
5983,user5983,elizabeth.pennington@example.com,Elizabeth,Pennington,"[{'first_name': 'Elizabeth', 'last_name': 'Pennington', 'address1': '884 Amanda Greens Apt. 927', 'address2': '', 'country': 'US', 'city': 'Barberchester', 'state': 'GA', 'zipcode': '31863', 'default': True}]",22,F,waters_juices_other
14,user14,richard.burton@example.com,Richard,Burton,"[{'first_name': 'Richard', 'last_name': 'Burton', 'address1': '65766 Victor Park', 'address2': '', 'country': 'US', 'city': 'North Ashleyton', 'state': 'NV', 'zipcode': '89026', 'default': True}]",23,M,isotonic_waters_other
48,user48,michelle.henderson@example.com,Michelle,Henderson,"[{'first_name': 'Michelle', 'last_name': 'Henderson', 'address1': '1669 Donna Knoll', 'address2': '', 'country': 'US', 'city': 'Anthonyville', 'state': 'WY', 'zipcode': '82833', 'default': True}]",23,F,energy_isotonic_beers
81,user81,rachel.parker@example.com,Rachel,Parker,"[{'first_name': 'Rachel', 'last_name': 'Parker', 'address1': '18276 Morgan Drives', 'address2': '', 'country': 'US', 'city': 'Simmonshaven', 'state': 'RI', 'zipcode': '02885', 'default': True}]",23,F,isotonic_spirits_waters
103,user103,david.green@example.com,David,Green,"[{'first_name': 'David', 'last_name': 'Green', 'address1': '37435 Delacruz Port Apt. 002', 'address2': '', 'country': 'US', 'city': 'Rojasfort', 'state': 'WI', 'zipcode': '54546', 'default': True}]",23,M,isotonic_waters_other
159,user159,steven.gallagher@example.com,Steven,Gallagher,"[{'first_name': 'Steven', 'last_name': 'Gallagher', 'address1': '213 Aguilar Falls', 'address2': '', 'country': 'US', 'city': 'Michaelchester', 'state': 'OK', 'zipcode': '73059', 'default': True}]",23,M,spirits_beers_sparkling
246,user246,patrick.kelly@example.com,Patrick,Kelly,"[{'first_name': 'Patrick', 'last_name': 'Kelly', 'address1': '893 Dominic Locks Suite 750', 'address2': '', 'country': 'US', 'city': 'Cooperview', 'state': 'NY', 'zipcode': '12606', 'default': True}]",23,M,sparkling_waters_other
305,user305,michael.gill@example.com,Michael,Gill,"[{'first_name': 'Michael', 'last_name': 'Gill', 'address1': '0150 King Parkway Apt. 168', 'address2': '', 'country': 'US', 'city': 'Lake Pamelastad', 'state': 'KS', 'zipcode': '67895', 'default': True}]",23,M,juices_waters_sparkling
323,user323,christian.haynes@example.com,Christian,Haynes,"[{'first_name': 'Christian', 'last_name': 'Haynes', 'address1': '571 Megan Shoal Suite 307', 'address2': '', 'country': 'US', 'city': 'New Justin', 'state': 'AK', 'zipcode': '99519', 'default': True}]",23,M,juices_waters_sparkling
395,user395,thomas.berg@example.com,Thomas,Berg,"[{'first_name': 'Thomas', 'last_name': 'Berg', 'address1': '69135 Griffin Way', 'address2': '', 'country': 'US', 'city': 'Lorifurt', 'state': 'GA', 'zipcode': '31236', 'default': True}]",23,M,isotonic_waters_other
410,user410,rebecca.huerta@example.com,Rebecca,Huerta,"[{'first_name': 'Rebecca', 'last_name': 'Huerta', 'address1': '16225 Dana Trace Apt. 882', 'address2': '', 'country': 'US', 'city': 'New Jeffreyfort', 'state': 'ME', 'zipcode': '04127', 'default': True}]",23,F,other_waters_sparkling
437,user437,steven.jackson@example.com,Steven,Jackson,"[{'first_name': 'Steven', 'last_name': 'Jackson', 'address1': '1962 Joseph Camp', 'address2': '', 'country': 'US', 'city': 'Rodriguezside', 'state': 'ME', 'zipcode': '04103', 'default': True}]",23,M,spirits_beers_sparkling
443,user443,stephen.brown@example.com,Stephen,Brown,"[{'first_name': 'Stephen', 'last_name': 'Brown', 'address1': '36313 Katelyn Circle Apt. 335', 'address2': '', 'country': 'US', 'city': 'Port Marystad', 'state': 'AZ', 'zipcode': '85018', 'default': True}]",23,M,juices_waters_sparkling
468,user468,felicia.rogers@example.com,Felicia,Rogers,"[{'first_name': 'Felicia', 'last_name': 'Rogers', 'address1': '30450 Watkins Burg Suite 760', 'address2': '', 'country': 'US', 'city': 'Dominguezville', 'state': 'VT', 'zipcode': '05225', 'default': True}]",23,F,other_waters_sparkling
518,user518,stephanie.barry@example.com,Stephanie,Barry,"[{'first_name': 'Stephanie', 'last_name': 'Barry', 'address1': '0112 Malone Lock', 'address2': '', 'country': 'US', 'city': 'North Anthonyberg', 'state': 'NM', 'zipcode': '87208', 'default': True}]",23,F,other_waters_sparkling
587,user587,andrew.holmes@example.com,Andrew,Holmes,"[{'first_name': 'Andrew', 'last_name': 'Holmes', 'address1': '42381 Jeffery Dale', 'address2': '', 'country': 'US', 'city': 'Bradfordbury', 'state': 'AR', 'zipcode': '71726', 'default': True}]",23,M,sparkling_waters_other
666,user666,joshua.nelson@example.com,Joshua,Nelson,"[{'first_name': 'Joshua', 'last_name': 'Nelson', 'address1': '163 John Ranch Suite 561', 'address2': '', 'country': 'US', 'city': 'Josephland', 'state': 'MO', 'zipcode': '63310', 'default': True}]",23,M,spirits_beers_sparkling
674,user674,wyatt.robinson@example.com,Wyatt,Robinson,"[{'first_name': 'Wyatt', 'last_name': 'Robinson', 'address1': '86806 Burton Heights', 'address2': '', 'country': 'US', 'city': 'Lake Daniel', 'state': 'ND', 'zipcode': '58292', 'default': True}]",23,M,isotonic_waters_other
686,user686,gilbert.johnson@example.com,Gilbert,Johnson,"[{'first_name': 'Gilbert', 'last_name': 'Johnson', 'address1': '1569 Ray Junctions', 'address2': '', 'country': 'US', 'city': 'Mcintyrefort', 'state': 'MD', 'zipcode': '20331', 'default': True}]",23,M,energy_isotonic_beers
713,user713,natasha.barnes@example.com,Natasha,Barnes,"[{'first_name': 'Natasha', 'last_name': 'Barnes', 'address1': '602 Julie Lights', 'address2': '', 'country': 'US', 'city': 'South Tanyafurt', 'state': 'NC', 'zipcode': '28583', 'default': True}]",23,F,isotonic_waters_other
771,user771,james.harrington@example.com,James,Harrington,"[{'first_name': 'James', 'last_name': 'Harrington', 'address1': '438 Nguyen Loop', 'address2': '', 'country': 'US', 'city': 'Kirkton', 'state': 'WI', 'zipcode': '53685', 'default': True}]",23,M,isotonic_waters_other
775,user775,beth.rivera@example.com,Beth,Rivera,"[{'first_name': 'Beth', 'last_name': 'Rivera', 'address1': '39292 Jones Plaza', 'address2': '', 'country': 'US', 'city': 'West Heather', 'state': 'SC', 'zipcode': '29525', 'default': True}]",23,F,other_waters_sparkling
857,user857,justin.bennett@example.com,Justin,Bennett,"[{'first_name': 'Justin', 'last_name': 'Bennett', 'address1': '978 Hudson Fords Apt. 854', 'address2': '', 'country': 'US', 'city': 'Lake Michealstad', 'state': 'NE', 'zipcode': '68082', 'default': True}]",23,M,waters_juices_other
872,user872,colleen.martinez@example.com,Colleen,Martinez,"[{'first_name': 'Colleen', 'last_name': 'Martinez', 'address1': '8296 Debbie Oval', 'address2': '', 'country': 'US', 'city': 'New Derek', 'state': 'OH', 'zipcode': '45468', 'default': True}]",23,F,energy_isotonic_beers
875,user875,travis.vang@example.com,Travis,Vang,"[{'first_name': 'Travis', 'last_name': 'Vang', 'address1': '7390 Anna Harbor Apt. 018', 'address2': '', 'country': 'US', 'city': 'Michaelberg', 'state': 'NY', 'zipcode': '13905', 'default': True}]",23,M,spirits_beers_sparkling
1024,user1024,lisa.hayes@example.com,Lisa,Hayes,"[{'first_name': 'Lisa', 'last_name': 'Hayes', 'address1': '93407 Larsen Bridge', 'address2': '', 'country': 'US', 'city': 'Mooreborough', 'state': 'MD', 'zipcode': '20331', 'default': True}]",23,F,juices_waters_sparkling
1050,user1050,kathryn.norman@example.com,Kathryn,Norman,"[{'first_name': 'Kathryn', 'last_name': 'Norman', 'address1': '348 Bonilla Branch Suite 792', 'address2': '', 'country': 'US', 'city': 'New Derek', 'state': 'OK', 'zipcode': '73097', 'default': True}]",23,F,sparkling_waters_other
1109,user1109,bernard.nguyen@example.com,Bernard,Nguyen,"[{'first_name': 'Bernard', 'last_name': 'Nguyen', 'address1': '81847 Miller Roads Apt. 314', 'address2': '', 'country': 'US', 'city': 'East Heidi', 'state': 'OR', 'zipcode': '97021', 'default': True}]",23,M,juices_waters_sparkling
1148,user1148,jeremy.bond@example.com,Jeremy,Bond,"[{'first_name': 'Jeremy', 'last_name': 'Bond', 'address1': '93772 Julie Inlet Suite 591', 'address2': '', 'country': 'US', 'city': 'Rodriguezberg', 'state': 'AZ', 'zipcode': '86049', 'default': True}]",23,M,other_waters_sparkling
1164,user1164,troy.bennett@example.com,Troy,Bennett,"[{'first_name': 'Troy', 'last_name': 'Bennett', 'address1': '888 Myers Mill Suite 935', 'address2': '', 'country': 'US', 'city': 'New Jennifer', 'state': 'AR', 'zipcode': '72041', 'default': True}]",23,M,juices_waters_sparkling
1222,user1222,kathryn.collins@example.com,Kathryn,Collins,"[{'first_name': 'Kathryn', 'last_name': 'Collins', 'address1': '79816 Tammy Bridge', 'address2': '', 'country': 'US', 'city': 'South Donna', 'state': 'FL', 'zipcode': '32053', 'default': True}]",23,F,waters_juices_other
1260,user1260,dawn.boyer@example.com,Dawn,Boyer,"[{'first_name': 'Dawn', 'last_name': 'Boyer', 'address1': '1735 Thomas Creek', 'address2': '', 'country': 'US', 'city': 'Port Chad', 'state': 'NH', 'zipcode': '03277', 'default': True}]",23,F,spirits_beers_sparkling
1264,user1264,brian.hood@example.com,Brian,Hood,"[{'first_name': 'Brian', 'last_name': 'Hood', 'address1': '981 Jesse Circle', 'address2': '', 'country': 'US', 'city': 'North David', 'state': 'ME', 'zipcode': '03902', 'default': True}]",23,M,isotonic_spirits_waters
1266,user1266,stephanie.fitzgerald@example.com,Stephanie,Fitzgerald,"[{'first_name': 'Stephanie', 'last_name': 'Fitzgerald', 'address1': '420 Amy Crest Apt. 763', 'address2': '', 'country': 'US', 'city': 'South Chelsea', 'state': 'HI', 'zipcode': '96705', 'default': True}]",23,F,energy_isotonic_beers
1305,user1305,john.reyes@example.com,John,Reyes,"[{'first_name': 'John', 'last_name': 'Reyes', 'address1': '5289 Ian Extension Suite 980', 'address2': '', 'country': 'US', 'city': 'Rodneystad', 'state': 'GA', 'zipcode': '30883', 'default': True}]",23,M,isotonic_spirits_waters
1443,user1443,john.jimenez@example.com,John,Jimenez,"[{'first_name': 'John', 'last_name': 'Jimenez', 'address1': '854 Hunter Ports Apt. 373', 'address2': '', 'country': 'US', 'city': 'South Tiffanyton', 'state': 'AK', 'zipcode': '99661', 'default': True}]",23,M,spirits_beers_sparkling
1474,user1474,cynthia.ramirez@example.com,Cynthia,Ramirez,"[{'first_name': 'Cynthia', 'last_name': 'Ramirez', 'address1': '2738 Boyd Plaza', 'address2': '', 'country': 'US', 'city': 'East Courtney', 'state': 'AR', 'zipcode': '72870', 'default': True}]",23,F,sparkling_waters_other
1477,user1477,julie.haley@example.com,Julie,Haley,"[{'first_name': 'Julie', 'last_name': 'Haley', 'address1': '4508 Smith Vista', 'address2': '', 'country': 'US', 'city': 'West Jonfort', 'state': 'WY', 'zipcode': '82252', 'default': True}]",23,F,spirits_beers_sparkling
1532,user1532,nicholas.tucker@example.com,Nicholas,Tucker,"[{'first_name': 'Nicholas', 'last_name': 'Tucker', 'address1': '007 Roberto Motorway', 'address2': '', 'country': 'US', 'city': 'West Anthonyburgh', 'state': 'WA', 'zipcode': '98805', 'default': True}]",23,M,spirits_beers_sparkling
1585,user1585,christopher.davis@example.com,Christopher,Davis,"[{'first_name': 'Christopher', 'last_name': 'Davis', 'address1': '667 Joseph Square', 'address2': '', 'country': 'US', 'city': 'New David', 'state': 'AZ', 'zipcode': '86057', 'default': True}]",23,M,energy_isotonic_beers
1748,user1748,tara.cross@example.com,Tara,Cross,"[{'first_name': 'Tara', 'last_name': 'Cross', 'address1': '0077 Barry Ridge', 'address2': '', 'country': 'US', 'city': 'Port Sharonfurt', 'state': 'VA', 'zipcode': '20040', 'default': True}]",23,F,isotonic_spirits_waters
1877,user1877,seth.lester@example.com,Seth,Lester,"[{'first_name': 'Seth', 'last_name': 'Lester', 'address1': '171 Don Parks Apt. 523', 'address2': '', 'country': 'US', 'city': 'Mccormickshire', 'state': 'LA', 'zipcode': '70723', 'default': True}]",23,M,juices_waters_sparkling
1890,user1890,james.wilson@example.com,James,Wilson,"[{'first_name': 'James', 'last_name': 'Wilson', 'address1': '92416 Moore Skyway Apt. 280', 'address2': '', 'country': 'US', 'city': 'Johnland', 'state': 'AK', 'zipcode': '99934', 'default': True}]",23,M,spirits_beers_sparkling
1897,user1897,nicole.johnson@example.com,Nicole,Johnson,"[{'first_name': 'Nicole', 'last_name': 'Johnson', 'address1': '06986 Erin Fall', 'address2': '', 'country': 'US', 'city': 'South Annette', 'state': 'AK', 'zipcode': '99517', 'default': True}]",23,F,isotonic_waters_other
1903,user1903,heather.calhoun@example.com,Heather,Calhoun,"[{'first_name': 'Heather', 'last_name': 'Calhoun', 'address1': '63574 Henderson Track', 'address2': '', 'country': 'US', 'city': 'South Katrinaport', 'state': 'MS', 'zipcode': '38922', 'default': True}]",23,F,isotonic_waters_other
1971,user1971,alexandra.gonzalez@example.com,Alexandra,Gonzalez,"[{'first_name': 'Alexandra', 'last_name': 'Gonzalez', 'address1': '28025 Lester Gardens', 'address2': '', 'country': 'US', 'city': 'North Matthewbury', 'state': 'PA', 'zipcode': '15111', 'default': True}]",23,F,spirits_beers_sparkling
2004,user2004,alan.campbell@example.com,Alan,Campbell,"[{'first_name': 'Alan', 'last_name': 'Campbell', 'address1': '744 Lam Overpass', 'address2': '', 'country': 'US', 'city': 'New Christianport', 'state': 'OH', 'zipcode': '44362', 'default': True}]",23,M,spirits_beers_sparkling
2006,user2006,michael.taylor@example.com,Michael,Taylor,"[{'first_name': 'Michael', 'last_name': 'Taylor', 'address1': '49236 Steven Route', 'address2': '', 'country': 'US', 'city': 'South Christopherberg', 'state': 'VA', 'zipcode': '20040', 'default': True}]",23,M,isotonic_spirits_waters
2016,user2016,paula.reeves@example.com,Paula,Reeves,"[{'first_name': 'Paula', 'last_name': 'Reeves', 'address1': '79932 Hamilton Orchard Suite 853', 'address2': '', 'country': 'US', 'city': 'Lake Douglasstad', 'state': 'OR', 'zipcode': '97604', 'default': True}]",23,F,waters_juices_other
2022,user2022,lisa.lawson@example.com,Lisa,Lawson,"[{'first_name': 'Lisa', 'last_name': 'Lawson', 'address1': '635 Moore Mountains Apt. 478', 'address2': '', 'country': 'US', 'city': 'New Heather', 'state': 'OH', 'zipcode': '44120', 'default': True}]",23,F,juices_waters_sparkling
2041,user2041,tyler.johnson@example.com,Tyler,Johnson,"[{'first_name': 'Tyler', 'last_name': 'Johnson', 'address1': '496 Evans Junctions Apt. 531', 'address2': '', 'country': 'US', 'city': 'Wheelermouth', 'state': 'FL', 'zipcode': '32563', 'default': True}]",23,M,sparkling_waters_other
2044,user2044,patrick.williams@example.com,Patrick,Williams,"[{'first_name': 'Patrick', 'last_name': 'Williams', 'address1': '5565 Sandra Roads', 'address2': '', 'country': 'US', 'city': 'Traviston', 'state': 'MO', 'zipcode': '64735', 'default': True}]",23,M,sparkling_waters_other
2216,user2216,nicholas.arnold@example.com,Nicholas,Arnold,"[{'first_name': 'Nicholas', 'last_name': 'Arnold', 'address1': '605 Thompson Prairie', 'address2': '', 'country': 'US', 'city': 'Emilyshire', 'state': 'NV', 'zipcode': '89136', 'default': True}]",23,M,energy_isotonic_beers
2241,user2241,jonathan.smith@example.com,Jonathan,Smith,"[{'first_name': 'Jonathan', 'last_name': 'Smith', 'address1': '749 John Cliff', 'address2': '', 'country': 'US', 'city': 'North Marcus', 'state': 'UT', 'zipcode': '84044', 'default': True}]",23,M,isotonic_waters_other
2255,user2255,kyle.morgan@example.com,Kyle,Morgan,"[{'first_name': 'Kyle', 'last_name': 'Morgan', 'address1': '1346 Juan Parks', 'address2': '', 'country': 'US', 'city': 'North Alyssamouth', 'state': 'MI', 'zipcode': '48188', 'default': True}]",23,M,spirits_beers_sparkling
2299,user2299,dorothy.martin@example.com,Dorothy,Martin,"[{'first_name': 'Dorothy', 'last_name': 'Martin', 'address1': '469 Mcdonald Vista Suite 843', 'address2': '', 'country': 'US', 'city': 'Patrickchester', 'state': 'NC', 'zipcode': '28351', 'default': True}]",23,F,energy_isotonic_beers
2303,user2303,patricia.patel@example.com,Patricia,Patel,"[{'first_name': 'Patricia', 'last_name': 'Patel', 'address1': '42493 Davidson Mountain', 'address2': '', 'country': 'US', 'city': 'Stephenton', 'state': 'TN', 'zipcode': '38175', 'default': True}]",23,F,sparkling_waters_other
2357,user2357,angela.jones@example.com,Angela,Jones,"[{'first_name': 'Angela', 'last_name': 'Jones', 'address1': '84048 Bush Ferry', 'address2': '', 'country': 'US', 'city': 'Hermanburgh', 'state': 'MA', 'zipcode': '01108', 'default': True}]",23,F,isotonic_waters_other
2361,user2361,samuel.mooney@example.com,Samuel,Mooney,"[{'first_name': 'Samuel', 'last_name': 'Mooney', 'address1': '97897 Kimberly Junction Apt. 667', 'address2': '', 'country': 'US', 'city': 'North Zacharyhaven', 'state': 'KY', 'zipcode': '41884', 'default': True}]",23,M,isotonic_waters_other
2386,user2386,raymond.white@example.com,Raymond,White,"[{'first_name': 'Raymond', 'last_name': 'White', 'address1': '1675 Moore Manor Apt. 233', 'address2': '', 'country': 'US', 'city': 'Lake Ashley', 'state': 'NJ', 'zipcode': '08125', 'default': True}]",23,M,spirits_beers_sparkling
2403,user2403,kyle.yang@example.com,Kyle,Yang,"[{'first_name': 'Kyle', 'last_name': 'Yang', 'address1': '567 Anne Islands Apt. 701', 'address2': '', 'country': 'US', 'city': 'Mosleyfort', 'state': 'NM', 'zipcode': '87005', 'default': True}]",23,M,juices_waters_sparkling
2427,user2427,david.harrison@example.com,David,Harrison,"[{'first_name': 'David', 'last_name': 'Harrison', 'address1': '232 Tina Flat Suite 782', 'address2': '', 'country': 'US', 'city': 'Port James', 'state': 'MO', 'zipcode': '63425', 'default': True}]",23,M,sparkling_waters_other
2429,user2429,angel.webster@example.com,Angel,Webster,"[{'first_name': 'Angel', 'last_name': 'Webster', 'address1': '2784 Michael Circles', 'address2': '', 'country': 'US', 'city': 'North Oliviaton', 'state': 'MI', 'zipcode': '48735', 'default': True}]",23,F,isotonic_waters_other
